0,0.000
0.01,0.065
0.02,0.126
0.03,0.178
0.04,0.231
0.05,0.306
0.06,0.343
0.07,0.403
0.08,0.459
0.09,0.492
0.09999999,0.582
0.11,0.659
0.12,0.730
0.13,0.798
0.14,0.872
0.15,0.957
0.16,1.014
0.17,1.068
0.18,1.140
0.19,1.185
0.2,1.248
0.21,1.250
0.22,1.292
0.23,1.359
0.24,1.370
0.25,1.435
0.26,1.510
0.27,1.598
0.28,1.636
0.29,1.721
0.3,1.795
0.31,1.878
0.32,1.852
0.33,1.908
0.34,1.951
0.35,2.068
0.36,2.163
0.37,2.197
0.38,2.281
0.39,2.322
0.4,2.382
0.41,2.417
0.42,2.567
0.43,2.651
0.44,2.738
0.45,2.799
0.46,2.866
0.47,2.907
0.48,2.993
0.49,3.070
0.5,3.106
0.51,3.129
0.52,3.169
0.53,3.197
0.54,3.232
0.55,3.267
0.56,3.393
0.57,3.404
0.58,3.608
0.59,3.724
0.6,3.823
0.61,3.910
0.62,3.870
0.63,3.882
0.64,3.917
0.65,3.891
0.66,3.984
0.67,4.023
0.68,4.133
0.69,4.192
0.7,4.234
0.71,4.353
0.72,4.460
0.73,4.565
0.74,4.603
0.75,4.678
0.76,4.798
0.77,4.991
0.78,5.001
0.79,5.122
0.8,5.216
0.81,5.135
0.82,5.192
0.83,5.252
0.84,5.266
0.85,5.198
0.86,5.259
0.87,5.420
0.88,5.576
0.89,5.558
0.9,5.700
0.91,5.827
0.92,5.987
0.93,6.058
0.94,6.142
0.95,6.249
0.96,6.268
0.97,6.290
0.98,6.388
0.9899999,6.386
1,6.351
1.01,6.425
1.02,6.437
1.03,6.387
1.04,6.314
1.05,6.296
1.06,6.378
1.07,6.493
1.08,6.548
1.09,6.558
1.1,6.598
1.11,6.611
1.12,6.687
1.13,6.615
1.14,6.606
1.15,6.680
1.16,6.751
1.17,6.751
1.18,6.811
1.19,6.888
1.2,6.899
1.21,6.955
1.22,6.946
1.23,6.961
1.24,6.959
1.25,7.116
1.26,7.177
1.27,7.213
1.28,7.236
1.29,7.278
1.3,7.436
1.31,7.375
1.32,7.318
1.33,7.453
1.34,7.612
1.35,7.599
1.36,7.656
1.37,7.711
1.38,7.793
1.39,7.671
1.4,7.702
1.41,7.753
1.42,7.786
1.43,7.870
1.44,8.029
1.45,7.929
1.46,7.832
1.47,7.882
1.48,7.932
1.49,7.931
1.5,8.023
1.51,8.179
1.52,8.248
1.53,8.201
1.54,8.351
1.55,8.493
1.56,8.612
1.57,8.719
1.58,8.919
1.59,8.912
1.6,9.053
1.61,9.129
1.62,9.233
1.63,9.308
1.64,9.406
1.65,9.477
1.66,9.546
1.67,9.603
1.68,9.677
1.69,9.707
1.7,9.796
1.71,9.874
1.72,9.946
1.73,10.026
1.74,9.971
1.75,9.965
1.76,9.994
1.77,9.851
1.78,9.897
1.79,9.989
1.8,10.023
1.81,10.211
1.82,10.261
1.83,10.268
1.84,10.305
1.85,10.278
1.86,10.209
1.87,10.245
1.88,10.248
1.89,10.160
1.9,10.334
1.91,10.417
1.92,10.504
1.93,10.649
1.94,10.682
1.95,10.756
1.96,10.701
1.97,10.813
1.98,10.916
1.99,11.179
2,11.200
2.01,11.250
2.02,11.309
2.03,11.368
2.04,11.334
2.05,11.290
2.06,11.269
2.07,11.267
2.08,11.272
2.09,11.369
2.1,11.358
2.11,11.311
2.12,11.367
