0.0000,0
0.0100,0
0.0200,2408.106
0.0300,2665.627
0.0400,2689.475
0.0500,2784.07
0.0600,2678.983
0.0700,2735.277
0.0800,2760.371
0.0900,2769.668
0.1000,2819.562
0.1100,2819.488
0.1200,2779.898
0.1300,2759.124
0.1400,2781.108
0.1500,2815.008
0.1600,2893.831
0.1700,2849.592
0.1800,2944.03
0.1900,2868.137
0.2000,2795.557
0.2100,2855.282
0.2200,2927.819
0.2300,3027.854
0.2400,2935.175
0.2500,2888.76
0.2600,2908.77
0.2700,2926.389
0.2800,3008.737
0.2900,2985.297
0.3000,3000.959
0.3100,3036.479
0.3200,3077.331
0.3300,2977.038
0.3400,2996.41
0.3500,3095.737
0.3600,3019.69
0.3700,2991.285
0.3800,2965.284
0.3900,2936.213
0.4000,2961.158
0.4100,2991.476
0.4200,3028.739
0.4300,3043.919
0.4400,2972.653
0.4500,3015.019
0.4600,2922.105
0.4700,3068.606
0.4800,2917.766
0.4900,2985.732
0.5000,2922.704
0.5100,2963.371
0.5200,2968.582
0.5300,2922.848
0.5400,2910.231
0.5500,2947.968
0.5600,2907.326
0.5700,2939.641
0.5800,2855.62
0.5900,2798.956
0.6000,2851.09
0.6100,2797.335
0.6200,2817.941
0.6300,2843.378
0.6400,2887.826
0.6500,2860.032
0.6600,2885.265
0.6700,3001.553
0.6800,2972.051
0.6900,2986.217
0.7000,3063.635
0.7100,3008.236
0.7200,3055.933
0.7300,3062.3
0.7400,3005.608
0.7500,3069.609
0.7600,3151.82
0.7700,3102.381
0.7800,2992.304
0.7900,3078.98
0.8000,3015.354
0.8100,3050.564
0.8200,3106.617
0.8300,3203.293
0.8400,3235.709
0.8500,3152.341
0.8600,3195.771
0.8700,3215.577
0.8800,3160.968
0.8900,3244.779
0.9000,3175.848
0.9100,3201.143
0.9200,3109.771
0.9300,3131.41
0.9400,3113.42
0.9500,3221.305
0.9600,3154.347
0.9700,3183.963
0.9800,3168.998
0.9900,3082.619
1.0000,3116.065
1.0100,3056.565
1.0200,3095.745
1.0300,3147.376
1.0400,3097.482
1.0500,2987.604
1.0600,2963.321
1.0700,3078.069
1.0800,3022.954
1.0900,2983.463
1.1000,2953.109
1.1100,2942.89
1.1200,2979.71
1.1300,2975.06
1.1400,2948.139
1.1500,2985.974
1.1600,2907.745
1.1700,3002.44
1.1800,2961.373
1.1900,2976.757
1.2000,2980.382
1.2100,2976.952
1.2200,3009.009
1.2300,2953.331
1.2400,3006.352
1.2500,3029.849
1.2600,3075.261
1.2700,3023.229
1.2800,3042.36
1.2900,3017.973
1.3000,3033.404
1.3100,3080.903
1.3200,3104.144
1.3300,3054.72
1.3400,3080.235
1.3500,3066.784
1.3600,3235.467
1.3700,3108.497
1.3800,3169.113
1.3900,3216.697
1.4000,3222.584
1.4100,3232.015
1.4200,3213.4
1.4300,3264.789
1.4400,3258.537
1.4500,3234.807
1.4600,3234.343
1.4700,3261.408
1.4800,3254.611
1.4900,3245.477
1.5000,3287.57
1.5100,3336.865
1.5200,3303.839
1.5300,3359.025
1.5400,3328.305
1.5500,3362.442
1.5600,3457.406
1.5700,3426.522
1.5800,3421.511
1.5900,3254.136
1.6000,3282.114
1.6100,3384.406
1.6200,3361.983
1.6300,3423.568
1.6400,3397.778
1.6500,3470.911
1.6600,3458.541
1.6700,3479.88
1.6800,3404.733
1.6900,3376.423
1.7000,3403.919
1.7100,3319.219
1.7200,3431.036
1.7300,3414.062
1.7400,3424.402
1.7500,3358.868
1.7600,3453.712
1.7700,3469.317
1.7800,3449.344
1.7900,3544.196
1.8000,3480.537
1.8100,3506.815
1.8200,3530.517
1.8300,3557.045
1.8400,3454.263
1.8500,3486.864
1.8600,3445.804
1.8700,3440.518
1.8800,3393.503
1.8900,3378.787
1.9000,3422.549
1.9100,3425.508
1.9200,3334.255
1.9300,3482.477
1.9400,3395.41
1.9500,3480.875
1.9600,3493.645
1.9700,3501
1.9800,3456.198
1.9900,3431.272
2.0000,3332.026
2.0100,3376.28
2.0200,3474.761
2.0300,3342.74
2.0400,3359.123
2.0500,3401.188
2.0600,3509.063
2.0700,3396.264
2.0800,3437.564
2.0900,3463.268
2.1000,3519.052
2.1100,3558.327
2.1200,3509.029
2.1300,3511.557
2.1400,3447.658
2.1500,3531.552
2.1600,3599.591
2.1700,3480.446
2.1800,3548.447
2.1900,3466.827
2.2000,3522.35
2.2100,3550.342
2.2200,3508.417
2.2300,3519.725
2.2400,3525.571
2.2500,3548.591
2.2600,3594.063
2.2700,3574.745
2.2800,3571.658
2.2900,3557.507
2.3000,3572.125
2.3100,3568.256
2.3200,3601.579
2.3300,3515.529
2.3400,3494.383
2.3500,3499.588
2.3600,3489.301
2.3700,3494.186
2.3800,3518.544
2.3900,3475.544
2.4000,3458.914
2.4100,3468.328
2.4200,3488.128
2.4300,3401.543
2.4400,3450.66
2.4500,3458.695
2.4600,3366.572
2.4700,3381.461
2.4800,3346.537
2.4900,3410.698
2.5000,3393.118
2.5100,3337.806
2.5200,3364.227
2.5300,3284.646
2.5400,3269.177
2.5500,3384.363
2.5600,3355.688
2.5700,3255.195
2.5800,3269.017
2.5900,3309.934
2.6000,3308.365
2.6100,3369.324
2.6200,3383.046
2.6300,3344.502
2.6400,3412.666
2.6500,3447.514
2.6600,3454.262
2.6700,3416.549
2.6800,3430.899
2.6900,3375.283
2.7000,3384.691
2.7100,3357.473
2.7200,3385.342
2.7300,3462.853
2.7400,3379.049
2.7500,3309.879
2.7600,3450.393
2.7700,3393.214
2.7800,3378.16
2.7900,3410.759
2.8000,3469.477
2.8100,3407.919
2.8200,3349.998
2.8300,3334.118
2.8400,3414.741
2.8500,3377.242
2.8600,3497.495
2.8700,3419.458
2.8800,3377.297
2.8900,3419.321
2.9000,3362.693
2.9100,3391.19
2.9200,3368.989
2.9300,3373.515
2.9400,3408.022
2.9500,3493.142
2.9600,3495.313
2.9700,3453.236
2.9800,3401.537
2.9900,3440.568
3.0000,3399.817
3.0100,3360.438
3.0200,3441.837
3.0300,3353.878
3.0400,3364.069
3.0500,3352.753
3.0600,3417.861
3.0700,3385.504
3.0800,3436.268
3.0900,3381.628
3.1000,3341.431
3.1100,3391.437
3.1200,3389.106
3.1300,3330.022
3.1400,3380.759
3.1500,3397.205
3.1600,3371.835
3.1700,3376.937
3.1800,3372.898
3.1900,3333.016
3.2000,3356.091
3.2100,3339.06
3.2200,3381.148
3.2300,3371.2
3.2400,3406.907
3.2500,3387.886
3.2600,3403.107
3.2700,3536.575
3.2800,3471.273
3.2900,3448.137
3.3000,3483.42
3.3100,3502.025
3.3200,3506.32
3.3300,3505.096
3.3400,3511.935
3.3500,3554.425
3.3600,3513.752
3.3700,3571.174
3.3800,3514.281
3.3900,3495.043
3.4000,3532.264
3.4100,3466.997
3.4200,3534.447
3.4300,3543.6
3.4400,3545.698
3.4500,3631.2
3.4600,3659.017
3.4700,3624.44
3.4800,3559.116
3.4900,3602.717
3.5000,3574.3
3.5100,3595.604
3.5200,3596.985
3.5300,3580.12
3.5400,3624.123
3.5500,3559.276
3.5600,3584.421
3.5700,3546.161
3.5800,3560.638
3.5900,3491.586
3.6000,3468.931
3.6100,3463.297
3.6200,3545.986
